rowNumber,carrierName,contactName,portLabel,normalizedPortLabel,dbOfficeId,dbOfficeName,reviewReason,sourcesChecked,currentSuggestions
888,CMA CGM,Sandeep Shinde,Moldova,MOLDOVA,31e8eb3d-01a8-4b6d-9509-564b008e6e2c,Chennai,"This workbook value is a country name, not a transport location. Official UN/LOCODE entries for Moldova are location-specific, so the country-only label should stay out of automatic seaport mapping.",https://service.unece.org/trade/locode/md.htm,[]
906,CMA CGM,Sandeep Shinde,Nanchang,NANCHANG,a062d891-a26c-484c-8551-5f64912aafb7,Mumbai,"Official UN/LOCODE lists Nanchang as an inland city/airport-style location, not a seaport. Keep it out of automatic seaport mapping.",https://service.unece.org/trade/locode/cn.htm,[]
906,CMA CGM,Sandeep Shinde,Nanchang,NANCHANG,31e8eb3d-01a8-4b6d-9509-564b008e6e2c,Chennai,"Official UN/LOCODE lists Nanchang as an inland city/airport-style location, not a seaport. Keep it out of automatic seaport mapping.",https://service.unece.org/trade/locode/cn.htm,[]
925,CMA CGM,Sandeep Shinde,New Jersey,NEW JERSEY,a062d891-a26c-484c-8551-5f64912aafb7,Mumbai,"This workbook value is a state name, not a specific transport location. Official UN/LOCODE lists multiple New Jersey locations such as Port Newark, so the state-only label is too broad to auto-map to one seaport.",https://service.unece.org/trade/locode/usp.htm,[]
925,CMA CGM,Sandeep Shinde,New Jersey,NEW JERSEY,31e8eb3d-01a8-4b6d-9509-564b008e6e2c,Chennai,"This workbook value is a state name, not a specific transport location. Official UN/LOCODE lists multiple New Jersey locations such as Port Newark, so the state-only label is too broad to auto-map to one seaport.",https://service.unece.org/trade/locode/usp.htm,[]
931,CMA CGM,Sandeep Shinde,Nigeria,NIGERIA,a062d891-a26c-484c-8551-5f64912aafb7,Mumbai,"This workbook value is a country name, not a transport location. Official UN/LOCODE entries for Nigeria include multiple distinct locations such as Lagos, so the country-only label is too broad to auto-map to one seaport.",https://service.unece.org/trade/locode/ng.htm,[]
931,CMA CGM,Sandeep Shinde,Nigeria,NIGERIA,31e8eb3d-01a8-4b6d-9509-564b008e6e2c,Chennai,"This workbook value is a country name, not a transport location. Official UN/LOCODE entries for Nigeria include multiple distinct locations such as Lagos, so the country-only label is too broad to auto-map to one seaport.",https://service.unece.org/trade/locode/ng.htm,[]
971,CMA CGM,Sandeep Shinde,Pekan Baru,PEKAN BARU,a062d891-a26c-484c-8551-5f64912aafb7,Mumbai,"Official UN/LOCODE lists Pekanbaru, Sumatra with airport function only, not port function 1. Keep this out of automatic seaport mapping.",https://service.unece.org/trade/locode/id.htm | https://service.unece.org/trade/locode/Service/LocodeColumn.htm,[]
971,CMA CGM,Sandeep Shinde,Pekan Baru,PEKAN BARU,31e8eb3d-01a8-4b6d-9509-564b008e6e2c,Chennai,"Official UN/LOCODE lists Pekanbaru, Sumatra with airport function only, not port function 1. Keep this out of automatic seaport mapping.",https://service.unece.org/trade/locode/id.htm | https://service.unece.org/trade/locode/Service/LocodeColumn.htm,[]
1045,CMA CGM,Sandeep Shinde,Riyadh,RIYADH,a062d891-a26c-484c-8551-5f64912aafb7,Mumbai,"Official UN/LOCODE lists Riyadh as an airport location (SA RUH) and separately as Riyadh Dry Port (SA RYP), not as a seaport. Keep this out of automatic seaport mapping unless the business explicitly wants dry-port handling.",https://service.unece.org/trade/locode/sa.htm,[]
1045,CMA CGM,Sandeep Shinde,Riyadh,RIYADH,31e8eb3d-01a8-4b6d-9509-564b008e6e2c,Chennai,"Official UN/LOCODE lists Riyadh as an airport location (SA RUH) and separately as Riyadh Dry Port (SA RYP), not as a seaport. Keep this out of automatic seaport mapping unless the business explicitly wants dry-port handling.",https://service.unece.org/trade/locode/sa.htm,[]
1136,CMA CGM,Sandeep Shinde,Tajikistan,TAJIKISTAN,a062d891-a26c-484c-8551-5f64912aafb7,Mumbai,"This workbook value is a country name, not a transport location. Official UN/LOCODE entries for Tajikistan are location-specific, so the country-only label is too broad to auto-map to one seaport.",https://service.unece.org/trade/locode/tj.htm,[]
1136,CMA CGM,Sandeep Shinde,Tajikistan,TAJIKISTAN,31e8eb3d-01a8-4b6d-9509-564b008e6e2c,Chennai,"This workbook value is a country name, not a transport location. Official UN/LOCODE entries for Tajikistan are location-specific, so the country-only label is too broad to auto-map to one seaport.",https://service.unece.org/trade/locode/tj.htm,[]
1177,CMA CGM,Sandeep Shinde,Turkmenistan,TURKMENISTAN,a062d891-a26c-484c-8551-5f64912aafb7,Mumbai,"This workbook value is a country name, not a transport location. Official UN/LOCODE entries for Turkmenistan include multiple named locations, so the country-only label is too broad to auto-map to one seaport.",https://service.unece.org/trade/locode/tm.htm,[]
1177,CMA CGM,Sandeep Shinde,Turkmenistan,TURKMENISTAN,31e8eb3d-01a8-4b6d-9509-564b008e6e2c,Chennai,"This workbook value is a country name, not a transport location. Official UN/LOCODE entries for Turkmenistan include multiple named locations, so the country-only label is too broad to auto-map to one seaport.",https://service.unece.org/trade/locode/tm.htm,[]
1184,CMA CGM,Sandeep Shinde,Uzbekistan,UZBEKISTAN,a062d891-a26c-484c-8551-5f64912aafb7,Mumbai,"This workbook value is a country name, not a transport location. Official UN/LOCODE entries for Uzbekistan are location-specific, so the country-only label should stay out of automatic seaport mapping.",https://service.unece.org/trade/locode/uz.htm,[]
1184,CMA CGM,Sandeep Shinde,Uzbekistan,UZBEKISTAN,31e8eb3d-01a8-4b6d-9509-564b008e6e2c,Chennai,"This workbook value is a country name, not a transport location. Official UN/LOCODE entries for Uzbekistan are location-specific, so the country-only label should stay out of automatic seaport mapping.",https://service.unece.org/trade/locode/uz.htm,[]
1232,CMA CGM,Sandeep Shinde,Yunfu,YUNFU,a062d891-a26c-484c-8551-5f64912aafb7,Mumbai,"Official UN/LOCODE lists Yunfu as an inland road-terminal style location, not a seaport. Keep unresolved on the seaport backlog and handle it under inland/service-location rules instead.",https://service.unece.org/trade/locode/cn.htm,[]
1232,CMA CGM,Sandeep Shinde,Yunfu,YUNFU,31e8eb3d-01a8-4b6d-9509-564b008e6e2c,Chennai,"Official UN/LOCODE lists Yunfu as an inland road-terminal style location, not a seaport. Keep unresolved on the seaport backlog and handle it under inland/service-location rules instead.",https://service.unece.org/trade/locode/cn.htm,[]
1292,Cordelia,Ratnesh,Icd Dhaka,ICD DHAKA,8eafa6e2-8f4d-4b5d-ac91-32e49f595933,Mumbai,"Official UN/LOCODE references point to Kamalapur/Dhaka rather than a seaport, and this label reads like an inland container depot workflow. Avoid forcing a seaport mapping from an ICD-style label.",https://service.unece.org/trade/locode/bd.htm | https://service.unece.org/trade/uncefact/vocabulary/unlocode-bd/,[]
1309,Cordelia,Ratnesh,Riyadh,RIYADH,8eafa6e2-8f4d-4b5d-ac91-32e49f595933,Mumbai,"Official UN/LOCODE lists Riyadh as an airport location (SA RUH) and separately as Riyadh Dry Port (SA RYP), not as a seaport. Keep this out of automatic seaport mapping unless the business explicitly wants dry-port handling.",https://service.unece.org/trade/locode/sa.htm,[]
1409,Cosco,Chirag Obhan,Johannesburg,JOHANNESBURG,73bd8da2-6fe7-4f04-8e52-2c4f862b2b44,Mumbai,"Official UN/LOCODE lists Johannesburg as a non-seaport inland/airport-style location, which matches the existing repo direction of treating Johannesburg as a service location rather than a seaport. Do not force a seaport code here.",https://service.unece.org/trade/locode/za.htm,[]
1429,Cosco,Chirag Obhan,Lilongwe,LILONGWE,73bd8da2-6fe7-4f04-8e52-2c4f862b2b44,Mumbai,"Official UN/LOCODE lists Lilongwe as an inland city/airport-style location, not a seaport. Avoid forcing a seaport mapping without an explicit gateway-port rule.",https://service.unece.org/trade/locode/mw.htm,[]
1483,Cosco,Chirag Obhan,Riyadh,RIYADH,73bd8da2-6fe7-4f04-8e52-2c4f862b2b44,Mumbai,"Official UN/LOCODE lists Riyadh as an airport location (SA RUH) and separately as Riyadh Dry Port (SA RYP), not as a seaport. Keep this out of automatic seaport mapping unless the business explicitly wants dry-port handling.",https://service.unece.org/trade/locode/sa.htm,[]
1533,Cosco,Chirag Obhan,Yunfu,YUNFU,73bd8da2-6fe7-4f04-8e52-2c4f862b2b44,Mumbai,"Official UN/LOCODE lists Yunfu as an inland road-terminal style location, not a seaport. Keep unresolved on the seaport backlog and handle it under inland/service-location rules instead.",https://service.unece.org/trade/locode/cn.htm,[]
1643,ESL,Ankit Pandey,Lilongwe,LILONGWE,2ffa7f8f-9975-4c94-94ed-971ad55d053e,Mumbai,"Official UN/LOCODE lists Lilongwe as an inland city/airport-style location, not a seaport. Avoid forcing a seaport mapping without an explicit gateway-port rule.",https://service.unece.org/trade/locode/mw.htm,[]
1663,ESL,Ankit Pandey,Riyadh,RIYADH,2ffa7f8f-9975-4c94-94ed-971ad55d053e,Mumbai,"Official UN/LOCODE lists Riyadh as an airport location (SA RUH) and separately as Riyadh Dry Port (SA RYP), not as a seaport. Keep this out of automatic seaport mapping unless the business explicitly wants dry-port handling.",https://service.unece.org/trade/locode/sa.htm,[]
1681,ESL,Ankit Pandey,Yunfu,YUNFU,2ffa7f8f-9975-4c94-94ed-971ad55d053e,Mumbai,"Official UN/LOCODE lists Yunfu as an inland road-terminal style location, not a seaport. Keep unresolved on the seaport backlog and handle it under inland/service-location rules instead.",https://service.unece.org/trade/locode/cn.htm,[]
1734,Evergreen,AMIT,Icd Dhaka,ICD DHAKA,f5b54357-4b9e-4859-b37c-cbb1b2fb73b4,Mumbai,"Official UN/LOCODE references point to Kamalapur/Dhaka rather than a seaport, and this label reads like an inland container depot workflow. Avoid forcing a seaport mapping from an ICD-style label.",https://service.unece.org/trade/locode/bd.htm | https://service.unece.org/trade/uncefact/vocabulary/unlocode-bd/,[]
2024,Goodrich Maritime Pvt Ltd,Ritesh R. Darde,Indonesia,INDONESIA,41628c1a-58a1-4507-848b-7aec1989d426,Mumbai,"This workbook value is a country name, not a transport location. Official UN/LOCODE entries for Indonesia include many separate locations, so the country-only label is too broad to auto-map to one seaport.",https://service.unece.org/trade/locode/id.htm,[]
2024,Goodrich Maritime Pvt Ltd,Ritesh R. Darde,Indonesia,INDONESIA,89a60cf2-1a40-401a-9c54-41310ff10dfe,Chennai,"This workbook value is a country name, not a transport location. Official UN/LOCODE entries for Indonesia include many separate locations, so the country-only label is too broad to auto-map to one seaport.",https://service.unece.org/trade/locode/id.htm,[]
2032,Goodrich Maritime Pvt Ltd,Ritesh R. Darde,Nigeria,NIGERIA,41628c1a-58a1-4507-848b-7aec1989d426,Mumbai,"This workbook value is a country name, not a transport location. Official UN/LOCODE entries for Nigeria include multiple distinct locations such as Lagos, so the country-only label is too broad to auto-map to one seaport.",https://service.unece.org/trade/locode/ng.htm,[]
2032,Goodrich Maritime Pvt Ltd,Ritesh R. Darde,Nigeria,NIGERIA,89a60cf2-1a40-401a-9c54-41310ff10dfe,Chennai,"This workbook value is a country name, not a transport location. Official UN/LOCODE entries for Nigeria include multiple distinct locations such as Lagos, so the country-only label is too broad to auto-map to one seaport.",https://service.unece.org/trade/locode/ng.htm,[]
2056,HMM,Aniruddha Kulkarni,Afghanistan,AFGHANISTAN,f24a9671-4023-432f-98c6-5c40cd71ac46,Mumbai,"This workbook value is a country name, not a transport location. Official UN/LOCODE entries for Afghanistan are location-specific, so the country-only label is too broad to auto-map to a seaport.",https://service.unece.org/trade/locode/af.htm,[]
2097,HMM,Aniruddha Kulkarni,Dhaka,DHAKA,f24a9671-4023-432f-98c6-5c40cd71ac46,Mumbai,"Official UN/LOCODE lists Dhaka as an inland city/airport-style location, not as a seaport. Keep this out of automatic seaport mapping unless there is an explicit operational rule to map Dhaka traffic via a specific gateway port.",https://service.unece.org/trade/locode/bd.htm,"[{""code"":""JPOSA"",""name"":""(JPOSA) Osaka"",""cityName"":""Osaka"",""countryName"":""Japan"",""score"":56,""rationale"":""Alias \""OSAKA\"" is a partial text match.""},{""code"":""SNDKR"",""name"":""(SNDKR) Dakar"",""cityName"":""Dakar"",""countryName"":""Senegal"",""score"":56,""rationale"":""Alias \""DAKAR\"" is a partial text match.""}]"
2102,HMM,Aniruddha Kulkarni,Fujian,FUJIAN,f24a9671-4023-432f-98c6-5c40cd71ac46,Mumbai,"Official UN/LOCODE lists multiple Fujian province locations, including separate Fuzhou and Xiamen entries with port function 1. Province-only label does not identify a single canonical seaport, so keep it out of automatic mapping.",https://service.unece.org/trade/locode/cn.htm | https://service.unece.org/trade/locode/Service/LocodeColumn.htm,"[{""code"":""CNFZH"",""name"":""(CNFZH) Fuzhou"",""cityName"":""Fuzhou"",""countryName"":""China"",""score"":84,""rationale"":""Alias \""FUZHOU MAWEI FUJIAN\"" is a partial text match.""},{""code"":""CNXMN"",""name"":""(CNXMN) Xiamen"",""cityName"":""Xiamen"",""countryName"":""China"",""score"":84,""rationale"":""Alias \""XIAMEN FUJIAN\"" is a partial text match.""}]"
2107,HMM,Aniruddha Kulkarni,Guangdong,GUANGDONG,f24a9671-4023-432f-98c6-5c40cd71ac46,Mumbai,"Official UN/LOCODE lists multiple Guangdong province locations with port function 1, so the province-only label does not identify one canonical seaport. Keep it out of automatic mapping.",https://service.unece.org/trade/locode/cn.htm | https://service.unece.org/trade/locode/Service/LocodeColumn.htm,"[{""code"":""CNHUA"",""name"":""(CNHUA) Huangpu Pt"",""cityName"":""Huangpu Pt"",""countryName"":""China"",""score"":84,""rationale"":""Alias \""HUANGPU GUANGDONG\"" is a partial text match.""},{""code"":""CNJMN"",""name"":""(CNJMN) Jiangmen"",""cityName"":""Jiangmen"",""countryName"":""China"",""score"":84,""rationale"":""Alias \""JIANGMEN GUANGDONG\"" is a partial text match.""},{""code"":""CNLIH"",""name"":""(CNLIH) Lianhuashan Pt"",""cityName"":""Lianhuashan"",""countryName"":""China"",""score"":84,""rationale"":""Alias \""LIANHUASHAN GUANGZHOU GUANGDONG\"" is a partial text match.""},{""code"":""CNSJQ"",""name"":""(CNSJQ) Sanshui"",""cityName"":""Sanshui"",""countryName"":""China"",""score"":84,""rationale"":""Alias \""SANSHUI GUANGDONG\"" is a partial text match.""},{""code"":""CNSTG"",""name"":""(CNSTG) Shantou"",""cityName"":""Shantou"",""countryName"":""China"",""score"":84,""rationale"":""Alias \""SHANTOU GUANGDONG\"" is a partial text match.""}]"
2131,HMM,Aniruddha Kulkarni,Japan,JAPAN,f24a9671-4023-432f-98c6-5c40cd71ac46,Mumbai,"This workbook value is a country name, not a transport location. Official UN/LOCODE entries for Japan are location-specific, so the country-only label is too broad to auto-map to one seaport.",https://service.unece.org/trade/locode/jp.htm,"[{""code"":""SAJEC"",""name"":""(SAJEC) Jazan Economic City"",""cityName"":""Jazan"",""countryName"":""Saudi Arabia"",""score"":64,""rationale"":""Alias \""JAZAN\"" is a partial text match.""}]"
2135,HMM,Aniruddha Kulkarni,Jiangsu,JIANGSU,f24a9671-4023-432f-98c6-5c40cd71ac46,Mumbai,"Official UN/LOCODE lists multiple Jiangsu province locations, including separate Lianyungang, Nantong, Zhenjiang, and Zhangjiagang entries. Province-only label is too ambiguous to auto-map.",https://service.unece.org/trade/locode/cn.htm,"[{""code"":""CNLYG"",""name"":""(CNLYG) Lianyungang"",""cityName"":""Lianyungang"",""countryName"":""China"",""score"":84,""rationale"":""Alias \""LIANYUNGANG JIANGSU\"" is a partial text match.""},{""code"":""CNNTG"",""name"":""(CNNTG) Nantong"",""cityName"":""Nantong"",""countryName"":""China"",""score"":84,""rationale"":""Alias \""NANTONG JIANGSU\"" is a partial text match.""},{""code"":""CNZHE"",""name"":""(CNZHE) Zhenjiang"",""cityName"":""Zhenjiang"",""countryName"":""China"",""score"":84,""rationale"":""Alias \""ZHENJIANG JIANGSU\"" is a partial text match.""},{""code"":""CNZJG"",""name"":""(CNZJG) Zhangjiagang"",""cityName"":""Zhangjiagang"",""countryName"":""China"",""score"":84,""rationale"":""Alias \""ZHANGJIAGANG JIANGSU\"" is a partial text match.""}]"
2246,HMM,Aniruddha Kulkarni,Yunfu,YUNFU,f24a9671-4023-432f-98c6-5c40cd71ac46,Mumbai,"Official UN/LOCODE lists Yunfu as an inland road-terminal style location, not a seaport. Keep unresolved on the seaport backlog and handle it under inland/service-location rules instead.",https://service.unece.org/trade/locode/cn.htm,[]
2252,HPL,Bijoy Joshi,Afghanistan,AFGHANISTAN,2bd08862-61a0-4334-b980-1d20b4938556,Mumbai,"This workbook value is a country name, not a transport location. Official UN/LOCODE entries for Afghanistan are location-specific, so the country-only label is too broad to auto-map to a seaport.",https://service.unece.org/trade/locode/af.htm,[]
2252,HPL,Bijoy Joshi,Afghanistan,AFGHANISTAN,6b7950c8-a189-404c-8ae3-7866ea74773a,Chennai,"This workbook value is a country name, not a transport location. Official UN/LOCODE entries for Afghanistan are location-specific, so the country-only label is too broad to auto-map to a seaport.",https://service.unece.org/trade/locode/af.htm,[]
2271,HPL,Bijoy Joshi,Armenia,ARMENIA,2bd08862-61a0-4334-b980-1d20b4938556,Mumbai,"This workbook value is a country name, not a transport location. Official UN/LOCODE entries for Armenia are location-specific, so the country-only label should stay out of automatic seaport mapping.",https://service.unece.org/trade/locode/am.htm,[]
2271,HPL,Bijoy Joshi,Armenia,ARMENIA,6b7950c8-a189-404c-8ae3-7866ea74773a,Chennai,"This workbook value is a country name, not a transport location. Official UN/LOCODE entries for Armenia are location-specific, so the country-only label should stay out of automatic seaport mapping.",https://service.unece.org/trade/locode/am.htm,[]
2277,HPL,Bijoy Joshi,Azerbaijan,AZERBAIJAN,2bd08862-61a0-4334-b980-1d20b4938556,Mumbai,"This workbook value is a country name, not a transport location. Official UN/LOCODE entries for Azerbaijan include multiple named locations such as Alat and Baku, so the country-only label is too ambiguous to auto-map.",https://service.unece.org/trade/locode/az.htm,[]
2277,HPL,Bijoy Joshi,Azerbaijan,AZERBAIJAN,6b7950c8-a189-404c-8ae3-7866ea74773a,Chennai,"This workbook value is a country name, not a transport location. Official UN/LOCODE entries for Azerbaijan include multiple named locations such as Alat and Baku, so the country-only label is too ambiguous to auto-map.",https://service.unece.org/trade/locode/az.htm,[]
2322,HPL,Bijoy Joshi,Blantyre,BLANTYRE,2bd08862-61a0-4334-b980-1d20b4938556,Mumbai,"Official UN/LOCODE lists Blantyre as an airport-style inland location, not a seaport. Avoid forcing a seaport mapping for this workbook label.",https://service.unece.org/trade/locode/mw.htm,[]
2322,HPL,Bijoy Joshi,Blantyre,BLANTYRE,6b7950c8-a189-404c-8ae3-7866ea74773a,Chennai,"Official UN/LOCODE lists Blantyre as an airport-style inland location, not a seaport. Avoid forcing a seaport mapping for this workbook label.",https://service.unece.org/trade/locode/mw.htm,[]
2343,HPL,Bijoy Joshi,Caishi,CAISHI,2bd08862-61a0-4334-b980-1d20b4938556,Mumbai,Could not confirm a clean one-to-one seaport entry in the official sources checked. Avoid forcing a port-level mapping.,https://service.unece.org/trade/locode/cn.htm,[]
2343,HPL,Bijoy Joshi,Caishi,CAISHI,6b7950c8-a189-404c-8ae3-7866ea74773a,Chennai,Could not confirm a clean one-to-one seaport entry in the official sources checked. Avoid forcing a port-level mapping.,https://service.unece.org/trade/locode/cn.htm,[]
2345,HPL,Bijoy Joshi,Canton,CANTON,2bd08862-61a0-4334-b980-1d20b4938556,Mumbai,Official UN/LOCODE explicitly treats Canton as an equivalence for Guangzhou Baiyun International Apt rather than a seaport name. Keep this out of automatic seaport mapping.,https://service.unece.org/trade/locode/cn.htm,"[{""code"":""BRSSZ"",""name"":""(BRSSZ) Santos"",""cityName"":""Santos"",""countryName"":""Brazil"",""score"":56,""rationale"":""Alias \""SANTOS\"" is a partial text match.""},{""code"":""CNNTG"",""name"":""(CNNTG) Nantong"",""cityName"":""Nantong"",""countryName"":""China"",""score"":56,""rationale"":""Alias \""NANTONG\"" is a partial text match.""},{""code"":""MMRGN"",""name"":""(MMRGN) Yangon"",""cityName"":""Yangon"",""countryName"":""Myanmar"",""score"":56,""rationale"":""Alias \""YANGON\"" is a partial text match.""}]"
2345,HPL,Bijoy Joshi,Canton,CANTON,6b7950c8-a189-404c-8ae3-7866ea74773a,Chennai,Official UN/LOCODE explicitly treats Canton as an equivalence for Guangzhou Baiyun International Apt rather than a seaport name. Keep this out of automatic seaport mapping.,https://service.unece.org/trade/locode/cn.htm,"[{""code"":""BRSSZ"",""name"":""(BRSSZ) Santos"",""cityName"":""Santos"",""countryName"":""Brazil"",""score"":56,""rationale"":""Alias \""SANTOS\"" is a partial text match.""},{""code"":""CNNTG"",""name"":""(CNNTG) Nantong"",""cityName"":""Nantong"",""countryName"":""China"",""score"":56,""rationale"":""Alias \""NANTONG\"" is a partial text match.""},{""code"":""MMRGN"",""name"":""(MMRGN) Yangon"",""cityName"":""Yangon"",""countryName"":""Myanmar"",""score"":56,""rationale"":""Alias \""YANGON\"" is a partial text match.""}]"
2346,HPL,Bijoy Joshi,Canton Island,CANTON ISLAND,2bd08862-61a0-4334-b980-1d20b4938556,Mumbai,"Official UN/LOCODE lists Canton Island with airport function only, not port function 1. Keep this out of automatic seaport mapping.",https://service.unece.org/trade/locode/ki.htm | https://service.unece.org/trade/locode/Service/LocodeColumn.htm,[]
2346,HPL,Bijoy Joshi,Canton Island,CANTON ISLAND,6b7950c8-a189-404c-8ae3-7866ea74773a,Chennai,"Official UN/LOCODE lists Canton Island with airport function only, not port function 1. Keep this out of automatic seaport mapping.",https://service.unece.org/trade/locode/ki.htm | https://service.unece.org/trade/locode/Service/LocodeColumn.htm,[]
2356,HPL,Bijoy Joshi,Changjiang,CHANGJIANG,2bd08862-61a0-4334-b980-1d20b4938556,Mumbai,"Official sources indicate broader geography/county-style references, not a defensible one-to-one seaport mapping for this workbook label.",https://service.unece.org/trade/locode/cn.htm,"[{""code"":""CNZNG"",""name"":""(CNZNG) Zhanjiang Pt"",""cityName"":""Zhanjiang"",""countryName"":""China"",""score"":56,""rationale"":""Alias \""ZHANJIANG\"" is a partial text match.""}]"
2356,HPL,Bijoy Joshi,Changjiang,CHANGJIANG,6b7950c8-a189-404c-8ae3-7866ea74773a,Chennai,"Official sources indicate broader geography/county-style references, not a defensible one-to-one seaport mapping for this workbook label.",https://service.unece.org/trade/locode/cn.htm,"[{""code"":""CNZNG"",""name"":""(CNZNG) Zhanjiang Pt"",""cityName"":""Zhanjiang"",""countryName"":""China"",""score"":56,""rationale"":""Alias \""ZHANJIANG\"" is a partial text match.""}]"
2360,HPL,Bijoy Joshi,Chengguan,CHENGGUAN,2bd08862-61a0-4334-b980-1d20b4938556,Mumbai,Could not confirm a clean one-to-one seaport entry in the official sources checked. Avoid forcing a port-level mapping.,https://service.unece.org/trade/locode/cn.htm,[]
2360,HPL,Bijoy Joshi,Chengguan,CHENGGUAN,6b7950c8-a189-404c-8ae3-7866ea74773a,Chennai,Could not confirm a clean one-to-one seaport entry in the official sources checked. Avoid forcing a port-level mapping.,https://service.unece.org/trade/locode/cn.htm,[]
2367,HPL,Bijoy Joshi,Christchurch,CHRISTCHURCH,2bd08862-61a0-4334-b980-1d20b4938556,Mumbai,"Official UN/LOCODE lists Christchurch with road and airport functions, but not port function 1. Keep this out of automatic seaport mapping.",https://service.unece.org/trade/locode/nz.htm | https://service.unece.org/trade/locode/Service/LocodeColumn.htm,[]
2367,HPL,Bijoy Joshi,Christchurch,CHRISTCHURCH,6b7950c8-a189-404c-8ae3-7866ea74773a,Chennai,"Official UN/LOCODE lists Christchurch with road and airport functions, but not port function 1. Keep this out of automatic seaport mapping.",https://service.unece.org/trade/locode/nz.htm | https://service.unece.org/trade/locode/Service/LocodeColumn.htm,[]
2368,HPL,Bijoy Joshi,Cikarang,CIKARANG,2bd08862-61a0-4334-b980-1d20b4938556,Mumbai,"Official UN/LOCODE lists Cikarang as a road-terminal style location, not a seaport. Keep this out of automatic seaport mapping.",https://service.unece.org/trade/locode/id.htm | https://service.unece.org/trade/locode/Service/LocodeColumn.htm,[]
2368,HPL,Bijoy Joshi,Cikarang,CIKARANG,6b7950c8-a189-404c-8ae3-7866ea74773a,Chennai,"Official UN/LOCODE lists Cikarang as a road-terminal style location, not a seaport. Keep this out of automatic seaport mapping.",https://service.unece.org/trade/locode/id.htm | https://service.unece.org/trade/locode/Service/LocodeColumn.htm,[]
2400,HPL,Bijoy Joshi,Dhaka,DHAKA,2bd08862-61a0-4334-b980-1d20b4938556,Mumbai,"Official UN/LOCODE lists Dhaka as an inland city/airport-style location, not as a seaport. Keep this out of automatic seaport mapping unless there is an explicit operational rule to map Dhaka traffic via a specific gateway port.",https://service.unece.org/trade/locode/bd.htm,"[{""code"":""JPOSA"",""name"":""(JPOSA) Osaka"",""cityName"":""Osaka"",""countryName"":""Japan"",""score"":56,""rationale"":""Alias \""OSAKA\"" is a partial text match.""},{""code"":""SNDKR"",""name"":""(SNDKR) Dakar"",""cityName"":""Dakar"",""countryName"":""Senegal"",""score"":56,""rationale"":""Alias \""DAKAR\"" is a partial text match.""}]"
2400,HPL,Bijoy Joshi,Dhaka,DHAKA,6b7950c8-a189-404c-8ae3-7866ea74773a,Chennai,"Official UN/LOCODE lists Dhaka as an inland city/airport-style location, not as a seaport. Keep this out of automatic seaport mapping unless there is an explicit operational rule to map Dhaka traffic via a specific gateway port.",https://service.unece.org/trade/locode/bd.htm,"[{""code"":""JPOSA"",""name"":""(JPOSA) Osaka"",""cityName"":""Osaka"",""countryName"":""Japan"",""score"":56,""rationale"":""Alias \""OSAKA\"" is a partial text match.""},{""code"":""SNDKR"",""name"":""(SNDKR) Dakar"",""cityName"":""Dakar"",""countryName"":""Senegal"",""score"":56,""rationale"":""Alias \""DAKAR\"" is a partial text match.""}]"
2433,HPL,Bijoy Joshi,Fujian,FUJIAN,2bd08862-61a0-4334-b980-1d20b4938556,Mumbai,"Official UN/LOCODE lists multiple Fujian province locations, including separate Fuzhou and Xiamen entries with port function 1. Province-only label does not identify a single canonical seaport, so keep it out of automatic mapping.",https://service.unece.org/trade/locode/cn.htm | https://service.unece.org/trade/locode/Service/LocodeColumn.htm,"[{""code"":""CNFZH"",""name"":""(CNFZH) Fuzhou"",""cityName"":""Fuzhou"",""countryName"":""China"",""score"":84,""rationale"":""Alias \""FUZHOU MAWEI FUJIAN\"" is a partial text match.""},{""code"":""CNXMN"",""name"":""(CNXMN) Xiamen"",""cityName"":""Xiamen"",""countryName"":""China"",""score"":84,""rationale"":""Alias \""XIAMEN FUJIAN\"" is a partial text match.""}]"
2433,HPL,Bijoy Joshi,Fujian,FUJIAN,6b7950c8-a189-404c-8ae3-7866ea74773a,Chennai,"Official UN/LOCODE lists multiple Fujian province locations, including separate Fuzhou and Xiamen entries with port function 1. Province-only label does not identify a single canonical seaport, so keep it out of automatic mapping.",https://service.unece.org/trade/locode/cn.htm | https://service.unece.org/trade/locode/Service/LocodeColumn.htm,"[{""code"":""CNFZH"",""name"":""(CNFZH) Fuzhou"",""cityName"":""Fuzhou"",""countryName"":""China"",""score"":84,""rationale"":""Alias \""FUZHOU MAWEI FUJIAN\"" is a partial text match.""},{""code"":""CNXMN"",""name"":""(CNXMN) Xiamen"",""cityName"":""Xiamen"",""countryName"":""China"",""score"":84,""rationale"":""Alias \""XIAMEN FUJIAN\"" is a partial text match.""}]"
